filepath,villagers_dark_age_delta,villagers_feudal_age_delta,villagers_castle_age_delta,villagers_imperial_age_delta,mil_trained_dark_age_delta,mil_trained_feudal_age_delta,mil_trained_castle_age_delta,mil_trained_imperial_age_delta,apm_dark_age_delta,apm_feudal_age_delta,apm_castle_age_delta,apm_imperial_age_delta,gather_point_count_delta,wall_count_delta,move_count_delta,order_count_delta,stance_count_delta,ungarrison_count_delta,first_wall_min_delta,market_min_delta,first_barracks_min_delta,first_stable_min_delta,first_archery_min_delta,blacksmith_min_delta,feudal_min_delta,castle_min_delta,imperial_min_delta,double_bit_axe_min_delta,bow_saw_min_delta,two_man_saw_min_delta,horse_collar_min_delta,heavy_plow_min_delta,crop_rotation_min_delta,gold_mining_min_delta,gold_shafting_mining_min_delta,stone_mining_min_delta,stone_shafting_mining_min_delta,wheelbarrow_min_delta,hand_cart_min_delta,town_watch_min_delta,town_patrol_min_delta,loom_min_delta,forging_min_delta,iron_casting_min_delta,blast_furnace_min_delta,scale_mail_armor_min_delta,chain_mail_armor_min_delta,plate_mail_armor_min_delta,scale_barding_armor_min_delta,chain_barding_armor_min_delta,plate_barding_armor_min_delta,fletching_min_delta,bodkin_arrow_min_delta,bracer_min_delta,padded_archer_armor_min_delta,leather_archer_armor_min_delta,ring_archer_armor_min_delta,bloodlines_min_delta,husbandry_min_delta,thumb_ring_min_delta,parthian_tactics_min_delta,arson_min_delta,gambeson_min_delta,squires_min_delta,chemistry_min_delta,barracks_count_delta,stable_count_delta,archery_count_delta,blacksmith_count_delta,market_count_delta,duration_min,p1_elo,p2_elo,p1_civ,p2_civ,result
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.48944.0 @2024.06.27 202430 (2).aoe2record,2,1,59,-54,0,9,52,141,-86,-53,51,-606,-120,2,-64,-258,-2,0,-0.47000000000000064,-13.47,0.4400000000000004,26.78,0.21000000000000085,4.029999999999999,0.1900000000000004,0.5,3.879999999999999,2.0199999999999996,-8.11,,-8.409999999999998,9.950000000000003,,21.129999999999995,,,,-21.439999999999998,-25.93,-1.0899999999999963,,-5.8,-7.960000000000001,-19.889999999999993,,15.530000000000008,2.549999999999997,,2.6899999999999977,-23.410000000000004,,1.1000000000000014,0.17999999999999972,3.9299999999999997,,,,,,,,,,,,16,13,21,1,0,71.84,1691,1729,6,25,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.48944.0 @2024.06.27 212141 (1).aoe2record,-2,6,0,0,0,4,0,0,38,136,0,0,37,-4,59,33,27,0,,,,,,,-1.75,,,,,,,,,,,,,,,,,-1.6400000000000006,,,,,,,,,,,,,,,,,,,,,,,,-1,1,0,0,0,11.62,1725,1749,28,39,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.48944.0 @2024.06.27 224534 (1).aoe2record,-1,28,-8,0,0,0,-4,0,-199,-456,-316,0,3,16,-803,-198,-6,0,-17.64,2.66,1.1199999999999992,,,1.75,0.3600000000000003,,,,,,,,,,,,,,,,,0.5200000000000005,,,,,,,,,,1.7100000000000009,,,,,,,,,,,,,,0,-1,-1,0,0,24.71,2042,1961,34,19,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.51668.0 @2024.07.17 223111 (2).aoe2record,-9,3,0,0,0,-15,0,0,233,494,-7,0,-60,-7,693,45,73,0,-5.59,,-2.2800000000000002,,0.08000000000000007,1.3399999999999999,-0.8600000000000003,1.6600000000000001,,-3.8000000000000007,,,,,,,,,,,,,,5.590000000000001,,,,,,,,,,0.6600000000000001,,,,,,,,,,,,,,-1,1,0,0,0,20.62,1705,1745,20,16,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.07.20 130535 (1).aoe2record,3,-1,3,0,1,-2,34,0,47,16,188,0,59,2,-3,132,5,0,0.9199999999999999,-8.45,0.08000000000000007,7.710000000000001,-2.8200000000000003,-3.0199999999999996,0.39000000000000057,-0.33999999999999986,,,,,-9.62,,,14.100000000000001,,,,,,13.089999999999996,,2.8500000000000005,,,,,,,-5.439999999999998,,,-1.009999999999998,-1.4600000000000009,,,,,,,,,,,,,1,3,0,0,0,34.61,1759,1769,29,12,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.07.20 144502 (1).aoe2record,3,8,-29,21,0,-12,-44,0,-209,-209,-1222,-35,-158,13,-426,-149,-834,0,0.5400000000000009,-0.46000000000000085,0.9800000000000004,0.16999999999999993,,1.3699999999999992,-0.08000000000000007,3.1300000000000026,-2.740000000000002,,,,1.67,8.850000000000001,,-16.130000000000003,,,,,,0.5799999999999983,,-0.21999999999999975,-1.7199999999999989,2.1199999999999974,-3.219999999999999,16.06,5.84,,-21.810000000000002,-12.189999999999998,0.5399999999999991,23.45,,,7.41,,,-21.02,-13.099999999999998,,,,,,,0,-4,-1,-1,0,43.4,1833,1888,37,8,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.07.21 111636 (1).aoe2record,1,20,21,7,0,1,7,15,-91,-91,218,369,79,1,-143,124,126,0,-3.3,-1.2600000000000016,-0.5500000000000007,9.080000000000002,-3.209999999999999,2.4899999999999984,-0.09999999999999964,-0.8900000000000006,-0.5499999999999972,8.790000000000006,7.289999999999999,,0.2699999999999996,6.770000000000003,,-1.3200000000000003,15.950000000000003,-9.560000000000002,,12.020000000000001,-2.1700000000000017,-0.5300000000000011,,-3.6800000000000006,,,,-12.129999999999999,-12.209999999999997,,-19.04,-7.580000000000005,-8.169999999999995,20.279999999999998,15.790000000000003,5.490000000000002,,,-2.479999999999997,14.939999999999998,2.480000000000004,,,,,,4.549999999999997,-10,11,4,0,0,54.69,2414,2489,20,22,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.07.21 170834 (2).aoe2record,-8,-2,4,0,-4,-7,-13,0,180,151,-62,0,-21,14,334,-54,37,0,-4.66,-2.6099999999999994,0.7400000000000002,-11.129999999999999,0.7999999999999989,-2.8499999999999996,-0.6900000000000004,0.5500000000000007,,2.3900000000000006,,,,,,-0.19000000000000128,,,,,,,,-1.0300000000000002,,,,,,,,,,-2.5199999999999996,0.6900000000000013,,,,,,,,,,,,,0,0,1,0,0,27.16,1755,1775,20,5,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.07.21 182239 (1).aoe2record,-7,-4,8,31,0,-19,-73,71,-229,-260,-622,300,-38,-16,-651,-124,-6,0,0.39000000000000057,-5.029999999999999,-0.9299999999999997,,,-2.2200000000000006,0.3199999999999994,-2.16,,,,,-10.96,,,0.629999999999999,,,,5.899999999999999,,,,0.9899999999999993,-6.049999999999997,,,4.840000000000003,5.1399999999999935,,,,,8.39,9.920000000000002,,4.109999999999999,,,,,,,,,,,0,6,-2,0,0,44.87,1655,1671,43,18,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.07.21 195250 (2).aoe2record,3,7,0,0,3,-1,0,0,139,203,0,0,12,4,238,102,-12,0,1.9700000000000006,,-2.88,,0.7300000000000004,1.790000000000001,-0.20999999999999996,,,,,,,,,,,,,,,,,-0.8300000000000001,,,,,,,,,,,,,,,,,,,,,,,,0,-1,0,0,0,16.24,1784,1790,20,1,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.07.21 201844 (2).aoe2record,-2,12,-2,0,0,1,-24,0,23,608,196,0,-13,-2,410,-7,443,0,-0.08999999999999986,2.200000000000003,-1.4000000000000004,,,2.2200000000000006,-1.1600000000000001,1.5599999999999987,,,,,-2.09,,,,,,,,,,,-1.7599999999999998,-2.66,,,,,,,,,,,,,,,,,,,,,,,-2,3,-1,0,0,29.34,1789,1806,45,43,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.07.21 204421 (1).aoe2record,6,0,-15,0,0,0,-5,0,-242,-441,-198,0,2,-31,-767,-31,-37,0,-5.57,-7.170000000000002,0.5500000000000007,-12.59,0.6999999999999993,-1.1600000000000001,0.20999999999999996,0.75,,,,,,,,,,,,,,,,3.540000000000001,,,,,,,,,,-1.3399999999999999,,,,,,,,,,,,,,-1,0,-2,0,0,39.25,1789,1764,29,7,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.08.04 110604 (1).aoe2record,-1,0,15,-33,0,1,-42,-6,-158,-24,-434,-157,-10,-5,-101,-94,-504,0,6.02,6.169999999999998,0.7399999999999993,,0.7799999999999994,-1.629999999999999,-0.8099999999999996,1.7400000000000002,1.6499999999999986,-16.27,1.5,,-14.139999999999999,,,,,,,7.050000000000001,,,,-0.6200000000000001,2.469999999999999,,,,,,,,,-0.20000000000000284,1.4400000000000013,1.2700000000000031,,,0.9000000000000057,,,,,,,,1.4199999999999946,5,-5,3,0,0,43.51,2443,2139,33,9,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.08.28 194221 (2).aoe2record,8,8,-1,0,0,2,27,0,115,233,0,0,9,0,302,37,-46,0,-8.06,,1.29,10.91,,-3.0,1.0699999999999994,1.629999999999999,,,,,,,,,,,,,,,,0.4400000000000004,,,,,,,,,,,,,,,,1.5599999999999987,,,,,,,,0,0,3,0,-3,28.51,1738,1747,33,45,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.08.28 200356 (2).aoe2record,1,-15,-13,-2,0,-15,-2,-15,357,-282,518,-30,24,-12,652,82,-99,0,,-6.119999999999999,-0.06999999999999851,-7.9,,9.93,0.3899999999999997,-6.389999999999999,0.8399999999999963,,,,1.92,,,,,,,-20.03,,8.170000000000002,,7.109999999999999,-2.25,-0.7999999999999972,,,,,-1.3900000000000006,-2.789999999999999,,20.1,-1.5600000000000023,,,,,8.189999999999998,-5.68,,,,,,,0,-4,-2,0,0,44.76,1694,1731,45,6,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.08.31 181346 (1).aoe2record,-1,0,41,-6,0,15,44,5,-118,126,309,6,143,12,-126,176,61,0,0.3200000000000003,-3.9800000000000004,-27.930000000000003,8.090000000000002,,-4.640000000000001,0.020000000000000462,1.0999999999999996,2.950000000000003,,,,10.029999999999998,,,,,,,13.100000000000001,1.740000000000002,,,0.6600000000000001,-6.5,2.0600000000000023,,-7.009999999999998,,,,,,-23.150000000000002,,,4.57,,,,,,,4.549999999999997,,,,4,-5,3,-1,0,43.51,1713,1731,40,37,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.08.31 184540 (1).aoe2record,3,-1,0,-3,0,-2,4,45,-150,-184,-107,52,-40,-6,-426,-102,37,0,2.92,3.8900000000000006,-0.3799999999999999,-0.33999999999999986,,2.6099999999999994,-0.14000000000000057,0.0400000000000027,-0.6599999999999966,,,,-18.31,,,,,,,-7.790000000000003,,,,0.14000000000000057,-13.009999999999998,,,,,,-11.0,-7.859999999999996,,,,,,,,-9.739999999999998,13.700000000000003,,,,,,,4,1,-1,0,0,38.94,1698,1627,38,27,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.01 181230 (2).aoe2record,3,-7,-17,0,0,-16,32,0,244,764,585,0,-5,-11,813,91,780,0,-2.830000000000001,-9.950000000000003,-0.13999999999999968,,,-1.7599999999999998,0.1200000000000001,-2.5199999999999996,,,,,-1.2799999999999976,,,-3.169999999999998,,,,,,,,-0.20000000000000018,,,,,,,,,,,,,,,,,,,,,,,,-1,3,-1,0,0,30.99,1817,1711,22,29,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.01 183424 (2).aoe2record,-1,-3,11,17,0,-12,4,5,-87,5,-127,-6,-75,-6,95,-197,-57,0,-2.1500000000000004,8.490000000000002,-0.21000000000000085,-12.61,4.219999999999999,1.8099999999999987,-0.41000000000000014,-0.4399999999999977,-0.1599999999999966,,,,-26.6,,,,,,,,,,,2.76,,,,,,,,,,11.93,11.470000000000002,3.8200000000000003,,,,,,,,,,,,-1,3,1,0,0,42.26,1625,1700,42,18,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.02 202908 (1).aoe2record,2,10,0,0,0,25,-4,0,-194,-88,-11,0,3,0,-436,71,66,0,4.760000000000001,,-0.7200000000000006,-0.29999999999999893,-3.66,1.25,-0.1200000000000001,,,,,,-1.709999999999999,,,,,,,,,,,0.6100000000000003,-1.3500000000000014,,,,,,,,,-1.9400000000000013,,,,,,,,,,,,,,0,-1,2,0,0,24.02,1713,1783,24,4,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.02 204645 (2).aoe2record,-1,1,-21,4,0,-6,-55,-14,84,168,-258,-8,-10,5,265,-72,-45,0,-4.24,3.0700000000000003,-0.7199999999999998,5.110000000000001,-0.11000000000000121,-3.210000000000001,0.5099999999999998,2.66,-0.0799999999999983,17.270000000000003,,,-16.34,-16.709999999999997,,,,,,-7.450000000000003,-6.259999999999998,-17.22,,0.17999999999999972,-8.409999999999997,-2.1900000000000013,,,,,,,,-3.8299999999999983,17.260000000000005,,,,,,,,,,,,,-6,1,1,0,0,42.42,1664,1700,14,39,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.02 215056 (2).aoe2record,-6,7,-59,1,0,9,-43,-5,101,344,259,186,-34,4,956,2,66,0,-4.01,3.9399999999999977,0.6800000000000006,0.08999999999999986,,2.4400000000000013,0.04999999999999982,1.5599999999999987,-2.8099999999999987,,,,-0.3899999999999988,-3.1600000000000037,,,,,,-2.4200000000000017,,-15.229999999999997,,0.3899999999999997,8.220000000000002,7.310000000000002,,,,,2.8000000000000007,,,-17.540000000000003,,,,,,2.4499999999999993,,,,,,,,0,-2,1,0,0,39.54,1676,1714,10,26,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.04 215406 (2).aoe2record,0,-23,-25,-6,0,2,15,-18,-70,-380,-21,-106,-64,11,-228,-76,-32,0,-6.260000000000001,,0.03000000000000025,1.17,,-6.309999999999999,0.8300000000000001,-1.9799999999999969,,,,,-1.1400000000000006,,,-10.98,,-2.8100000000000023,,12.529999999999998,,0.12999999999999545,,4.64,-5.120000000000001,,,,,,,,,,,,,,,-3.1199999999999974,,,,,,,,1,-3,-1,-2,-2,37.8,1697,1728,14,34,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.05 201958 (1).aoe2record,-1,18,-2,0,-2,-3,-3,0,-181,-187,-52,0,-7,12,-417,-43,33,0,-0.5899999999999999,,2.9800000000000004,-3.880000000000001,-1.0600000000000005,-2.8900000000000006,-1.3399999999999999,,,,,,0.45000000000000107,,,,,,,,,,,-3.06,,,,,,,-5.690000000000001,,,-3.1899999999999995,,,,,,,,,,,,,,0,2,-1,1,1,26.28,1743,1782,3,11,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.05 205741 (2).aoe2record,-4,1,0,0,0,-2,0,0,-122,127,0,0,-27,-12,114,-85,4,0,-3.119999999999999,,-1.7999999999999998,,1.4900000000000002,-4.100000000000001,-1.3900000000000006,,,,,,,,,,,,,,,,,0.009999999999999787,,,,,,,,,,,,,,,,,,,,,,,,0,1,-1,0,0,17.84,1744,1711,8,40,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.05 211019 (2).aoe2record,-2,-7,0,0,2,6,0,0,-7,-17,0,0,-18,-1,82,-43,-27,0,0.33999999999999986,,-2.2299999999999995,,-0.10000000000000142,-1.1899999999999995,0.5899999999999999,,,,,,,,,,,,,,,,,-0.019999999999999574,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,16.31,1689,1697,18,44,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.05 212257 (2).aoe2record,0,-3,0,0,5,-1,0,0,44,-82,0,0,-13,-17,66,-72,-19,0,,,-2.1399999999999997,,,,1.2999999999999998,,,,,,,,,,,,,,,,,1.5900000000000007,,,,,,,,,,,,,,,,,,,,,,,,0,-1,-1,0,0,12.4,1673,1713,29,33,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.05 213240 (1).aoe2record,-13,1,-1,5,-1,-7,-20,39,-47,88,-261,202,12,-5,-224,39,63,0,9.2,-20.740000000000002,0.009999999999999787,-24.830000000000005,4.07,4.669999999999998,-1.21,-0.740000000000002,-3.3200000000000003,9.629999999999999,17.21,,-17.59,,,,,,,-1.870000000000001,-8.880000000000003,,,-1.1899999999999995,-7.640000000000001,,,,,,-8.77,,,11.700000000000003,17.87,,,,,,-1.7800000000000011,,,,,,,-5,11,2,0,1,41.99,1727,1747,23,29,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.06 215122 (2).aoe2record,-2,-12,27,0,0,-8,13,0,89,9,556,0,-43,13,511,-28,131,0,-2.0299999999999994,6.93,0.3799999999999999,0.4299999999999997,-1.7100000000000009,0.9000000000000021,0.08999999999999986,-3.219999999999999,,,,,7.01,,,,,,,-10.319999999999997,,,,-0.8199999999999994,,,,,,,,,,-3.2200000000000024,,,,,,,,,,,,,,0,0,0,0,0,33.54,1899,1744,20,45,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.06 221556 (1).aoe2record,3,1,43,35,0,3,-23,73,-119,-155,-418,-26,-1,-2,-696,37,-141,0,2.5999999999999996,2.280000000000001,0.16000000000000014,-0.11999999999999922,,-2.1899999999999977,-0.23000000000000043,-0.46000000000000085,-1.9399999999999977,14.96,,,-7.610000000000001,13.650000000000002,,,,,,0.7399999999999984,3.8399999999999963,17.63,,-0.17999999999999972,-23.900000000000002,,,,,,-24.529999999999998,-10.829999999999998,,17.06,18.109999999999996,,,,,-1.8399999999999963,-1.8299999999999983,,,,,,,2,3,-1,0,0,48.08,1735,1755,30,41,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.06 224945 (2).aoe2record,-1,2,-9,12,0,2,-14,-28,57,-106,-236,7,32,-1,-93,-58,-57,0,0.0600000000000005,5.960000000000001,-0.7300000000000004,-0.1399999999999988,,-0.6799999999999997,0.02999999999999936,-0.0799999999999983,-0.4400000000000013,,,,-6.920000000000002,-1.9100000000000037,,0.33999999999999986,,,,0.5899999999999999,-0.22000000000000242,-0.05000000000000071,,5.420000000000001,-0.3100000000000023,8.219999999999999,2.740000000000002,,,,-1.3499999999999979,0.6899999999999977,2.270000000000003,4.789999999999999,,,,,,0.08999999999999986,-6.309999999999999,,,,,,,0,4,0,0,0,42.43,1719,1720,8,6,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.08 205140 (2).aoe2record,-1,0,-12,8,0,-4,5,-47,-16,21,6,-215,-96,-11,8,-17,-25,0,0.4800000000000004,,-1.8399999999999999,-16.11,13.709999999999999,-5.07,-0.45999999999999996,0.6699999999999982,3.299999999999997,8.77,,,0.46999999999999886,,,0.10999999999999943,,,,22.75,,,,-1.0099999999999998,,,,,,,-21.95,,,4.02,4.640000000000001,4.0,,,,-11.09,10.170000000000002,,,,,,,0,-2,-1,0,-1,45.51,1726,1736,32,31,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.17 001154 (2).aoe2record,-1,-9,0,0,0,-4,0,0,282,-57,0,0,4,2,190,58,1,0,3.21,,1.5600000000000005,1.8599999999999994,,,1.9000000000000004,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,12.67,1708,1752,24,33,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.17 002657 (2).aoe2record,0,0,-43,0,0,17,-22,0,0,10,216,0,32,-1,128,-35,126,0,-5.06,3.360000000000001,0.0,0.08000000000000007,,-2.539999999999999,0.0600000000000005,0.1999999999999993,,,,,-0.9500000000000011,,,,,,,,,,,-0.15000000000000036,-0.28999999999999915,,,,,,,,,,,,,,,,,,,,,,,0,-3,2,0,0,36.86,1833,1766,45,23,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.17 011623 (2).aoe2record,-2,7,-5,3,0,12,-35,33,402,673,484,220,84,5,877,-7,797,0,1.0,,0.08999999999999986,26.259999999999998,-6.719999999999999,1.25,0.3600000000000003,2.129999999999999,0.22000000000000242,,,,-3.5599999999999987,,,,,,,-8.570000000000004,,5.960000000000001,,0.6500000000000004,,,,,,,,,,-3.219999999999999,2.0400000000000027,-1.3500000000000014,,,,,0.5500000000000043,,,,,,0.23999999999999488,0,1,-3,0,-1,43.4,1724,1740,18,30,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.17 014815 (2).aoe2record,-6,-2,-81,-4,0,-1,-56,9,-74,-219,-187,-11,-40,-7,-176,-45,-19,0,3.33,-0.7099999999999991,-0.23000000000000043,8.030000000000001,-0.09999999999999964,-4.1899999999999995,0.2699999999999996,-0.34999999999999787,0.25,-5.110000000000001,-4.050000000000004,,7.93,,,18.4,,,,,,,,-0.3600000000000003,-1.1900000000000013,,,,,,-19.690000000000005,-19.78,,-4.460000000000001,9.150000000000002,,,,,-1.6900000000000013,,,,,,,,-3,-1,1,0,0,43.54,1721,1723,9,43,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.09.17 021719 (2).aoe2record,-7,8,-27,-2,0,11,-13,-28,-11,-62,-23,-155,-34,10,-52,-90,-12,0,-0.16000000000000014,1.5,-0.47000000000000064,10.209999999999999,-1.9800000000000004,-4.020000000000001,-0.10999999999999943,1.2600000000000016,3.259999999999998,,,,9.669999999999998,,,-1.75,,,,-4.91,-3.989999999999995,-2.0700000000000003,,-0.7599999999999998,9.55,-0.490000000000002,,,,,11.77,2.509999999999998,,-22.450000000000003,,,,,,2.330000000000002,-8.670000000000002,,,,,,,0,0,0,0,0,37.45,1735,1707,33,27,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.10.10 133427 (2).aoe2record,-9,-6,0,3,0,-9,22,1,9,34,110,32,21,-5,97,-63,165,0,-0.11999999999999922,-6.970000000000001,-0.33999999999999986,,1.1600000000000001,3.26,-0.54,-2.509999999999998,-2.5800000000000054,,,,,,,,,,,12.459999999999999,,,,-1.1500000000000004,,,,,,,,,,3.5600000000000005,-3.479999999999997,,,,,,,,,,,,,1,1,3,0,1,37.13,1762,1713,9,18,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.10.10 153947 (1).aoe2record,8,-6,-9,0,0,-6,20,0,71,140,-140,-4,11,0,18,58,13,0,4.659999999999999,-1.7699999999999996,0.5499999999999998,-1.8800000000000008,2.49,1.8200000000000003,0.20999999999999996,1.3900000000000006,,-4.890000000000001,,,-8.67,-2.0700000000000003,,1.7100000000000009,,,,-9.14,,,,0.07000000000000028,,,,,,,-14.129999999999999,,,1.6499999999999986,7.93,,,,,,,4.18,,,,,,0,3,-1,0,0,36.66,1790,1796,7,24,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.10.10 213238 (1).aoe2record,6,7,-8,37,0,-1,-60,40,-41,-223,-328,148,6,19,-653,58,35,0,-2.76,-23.47,0.45999999999999996,12.840000000000002,-0.5200000000000014,-5.300000000000001,0.34999999999999964,1.6500000000000021,-4.150000000000006,,,,-1.7299999999999986,,,-17.08,,,,-6.450000000000003,,,,-2.26,11.969999999999999,,,,,,,,,-2.9499999999999993,-18.44,-5.400000000000006,,,,,,,,,,,,3,-9,-1,0,0,46.95,1731,1731,25,38,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.10.12 001927 (1).aoe2record,-1,1,7,-6,0,-1,12,-1,143,243,373,-71,33,14,169,184,256,0,3.490000000000001,-7.010000000000002,,-0.05000000000000071,,-0.3200000000000003,-0.2699999999999996,0.4200000000000017,,,,,-0.15000000000000036,,,7.420000000000002,,,,-13.550000000000002,,,,-3.2399999999999993,,,,,,,,,,,,,,,,0.6000000000000014,-0.4700000000000024,,,,,,,1,2,-6,0,0,35.41,1864,2003,20,28,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.10.13 164935 (1).aoe2record,8,2,4,0,0,-18,17,8,-32,-143,77,21,17,0,-310,15,5,0,5.14,11.05,-0.7099999999999991,-17.75,3.370000000000001,5.390000000000001,-0.3099999999999996,-1.110000000000003,,0.1700000000000017,,,,,,,,,,-2.3699999999999974,,,,-1.2199999999999998,,,,,,,,,,5.390000000000001,1.240000000000002,,,,,,,,,,,,,0,4,-2,0,0,39.19,1747,1747,28,33,1
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.10.14 221233 (2).aoe2record,12,-15,32,0,0,-20,-23,0,350,-347,376,-9,32,0,203,192,-33,0,-2.8900000000000006,-8.870000000000001,-0.009999999999999787,-8.4,,2.549999999999999,2.8100000000000005,-4.1800000000000015,,,,,-4.789999999999999,,,15.879999999999995,,,,,,15.51,,2.4299999999999997,,,,,,,,,,22.590000000000003,,,,,,,,,,,,,,0,0,-3,1,2,35.2,1732,1763,9,25,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.52940.0 @2024.10.15 215152 (2).aoe2record,-2,10,46,-24,-4,-7,35,-270,397,603,616,87,235,13,1068,27,366,0,2.5,18.99,0.8099999999999987,-9.299999999999999,1.790000000000001,0.22000000000000242,-1.1499999999999995,0.3200000000000003,4.3899999999999935,13.669999999999998,,,-6.890000000000001,-6.259999999999998,,,,,,1.379999999999999,-6.539999999999999,15.669999999999998,,-0.5200000000000005,-8.71,5.979999999999997,11.899999999999999,,,,-25.029999999999998,,,2.5,,,,,,,-12.829999999999998,,,,,,,-5,2,3,1,0,51.28,1754,1760,27,13,0
C:\Users\liher\Games\Age of Empires 2 DE\76561198151543542\savegame\MP Replay v101.102.59747.0 @2024.10.19 000518 (1).aoe2record,9,6,-41,-10,0,1,-41,-1,569,687,276,-75,-121,16,804,-58,1040,0,-6.09,0.8499999999999996,-1.9200000000000008,,2.25,0.0,-0.5600000000000005,2.0999999999999996,,,,,-8.17,,,,,,,2.1199999999999974,,,,0.009999999999999787,,,,,,,,,,0.05999999999999872,-0.5100000000000016,,,,,,,,,,,,,0,-4,1,0,0,41.37,2255,2278,39,3,0
